Possible Vaccine Adverse Events,Source Title,Source Author,Source Date,Source Additional Information,Source URL
Postpericardiotomy syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Post-traumatic epilepsy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Postural orthostatic tachycardia syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Precerebral artery thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pre-eclampsia,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Preictal state,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Premature labour,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Premature menopause,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Primary amyloidosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Primary biliary cholangitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Primary progressive multiple sclerosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Procedural shock,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Proctitis herpes,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Proctitis ulcerative,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Product availability issue,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Product distribution issue,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Product supply issue,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Progressive facial hemiatrophy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Progressive multifocal leukoencephalopathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Progressive multiple sclerosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Progressive relapsing multiple sclerosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Prosthetic cardiac valve thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pruritus,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pruritus allergic,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pseudovasculitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Psoriasis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Psoriatic arthropathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary amyloidosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary artery thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary embolism,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary fibrosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary haemorrhage,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary microemboli,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary oil microembolism,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary renal syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary sarcoidosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary sepsis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary tumour thrombotic microangiopathy,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary vasculitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary veno-occlusive disease,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pulmonary venous thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pyoderma gangrenosum,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pyostomatitis vegetans,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Pyrexia,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Quarantine,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Radiation leukopenia,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Radiculitis brachial,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Radiologically isolated syndrome,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Rash,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Rash erythematous,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Rash pruritic,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Rasmussen encephalitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Raynaud's phenomenon,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Reactive capillary endothelial proliferation,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Relapsing multiple sclerosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Relapsing-remitting multiple sclerosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal amyloidosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal arteritis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal artery thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal embolism,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal failure,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal vascular thrombosis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal vasculitis,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
Renal vein embolism,5.3.6 Cumulative Analysis of Post-Authorization Adverse Event Reports of PF-07302048 (BNT162B2) Received Through 28-Feb-2021 Report,Worldwide Safety Pfizer,2021-04-30,Document was released as part of a Freedom of Information Act (FOIA) lawsuit against the United States Food and Drug Administration (FDA) filed by the Public Health and Medical Professionals for Transparency non-profit organization,https://phmpt.org/wp-content/uploads/2021/11/5.3.6-postmarketing-experience.pdf
